id,share-state(tool),original-dsi,updated-dsi,verdict,manual-tags,a-set-b-set,a-set-b-get,a-get-b-set,a-get-b-get,used-jdk?
00573,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATELESS_METHODS,0,0,0,0,yes
00574,no,ls,ls,spurious-spec,REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATELESS_METHODS,0,0,0,0,yes
00580,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00581,no,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,0,no
00582,no,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,0,no
00583,no,lv,ls,true-spec,EXPECTED_EXCEPTION;WEAK_ORACLE,0,0,0,0,no
00585,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00586,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00587,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;UNRELATED_STATEFUL_METHODS;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00591,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REVERSE_NBP;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00593,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00594,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,0,no
00595,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00596,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00597,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00598,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT;REPLACEMENT_VALUE_UNCLEAR,0,0,0,0,no
00602,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00603,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00604,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00605,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00606,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00611,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00612,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00613,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00614,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00615,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00616,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00617,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00618,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00619,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00620,no,u,ls,spurious-spec,ORDER_OF_ASSERTIONS;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_UNEXPECTED_OUTPUT,0,0,0,0,no
00621,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00622,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;REPLACE_RETURN_WITH_EXPECTED_OUTPUT;WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00630,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00631,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00632,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00633,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00635,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00636,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00637,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00638,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00640,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00641,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00642,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00643,no,u,ls,spurious-spec,REPLACEMENT_TRIGGERS_CHECK_THAT_PREVENTS_B;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00644,no,ls,ls,spurious-spec,WEAK_ORACLE;UNRELATED_STATEFUL_METHODS,0,0,0,0,no
00645,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD,0,0,0,0,no
00646,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD,0,0,0,0,no
00647,no,ls,ls,spurious-spec,METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD,0,0,0,0,no
00651,yes,lv,lv,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;EXPECTED_EXCEPTION;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,1,no
00654,no,ls,ls,spurious-spec,DEFAULT_VALUE_SAME_AS_RETURN;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;REPLACE_RETURN_WITH_CORRECT_VALUE_NONASSERTION,0,0,0,0,no
00657,yes,lv,lv,spurious-spec,REPLACE_RETURN_WITH_EXPECTED_OUTPUT;EXPECTED_EXCEPTION;CONNECTION_DOES_NOT_NECESSITATE_ORDERING,0,0,0,1,no
00661,no,ls,ls,spurious-spec,CONNECTION_DOES_NOT_NECESSITATE_ORDERING;WEAK_ORACLE,0,0,0,0,no
00662,yes,u,u,spurious-spec,ASM_ERROR;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER,0,1,0,0,no
00663,yes,u,u,spurious-spec,ASM_ERROR;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER,0,1,0,0,no
00664,yes,u,u,spurious-spec,ASM_ERROR;CONNECTION_DOES_NOT_NECESSITATE_ORDERING;METHOD_A_RETURNS_VOID;ONE_STATELESS_METHOD;ONE_PURE_SETTER,0,1,0,0,no
